"position","depth","quality","relative_percentage"
1244,74,55.5,0
1245,75,58.7,0
1246,75,56.7,0
1247,75,57.1,0
1248,73,57.9,0.0145
1249,72,55.5,0.0294
1250,72,57.3,0.0147
1251,72,58.8,0.0147
1252,72,57.2,0.0147
1253,72,54.7,0.0147
1254,72,58.7,0
1255,72,57.2,0.0147
1256,72,61.2,0
1257,72,59.6,0.0147
1258,74,56.6,0.2429
1259,75,57.9,0
1260,78,56.3,0.0135
1261,78,58.2,0.2297
1262,80,56.3,0.0267
1263,81,56.2,0
1264,81,60.2,0.0132
1265,81,56,0.0132
1266,83,57.7,0.0128
1267,78,58.2,0.2192
1268,80,55.5,0.0267
1269,78,56.7,0
1270,79,58,0
1271,79,56.2,0.0533
1272,78,56.9,0.0135
1273,78,58,0.2162
1274,78,57.9,0.0135
1275,80,58.2,0
1276,79,59,0.0132
1277,79,57.5,0.0132
1278,77,56.8,0.027
1279,77,59.9,0
1280,80,55.6,0.039
1281,78,57.6,0.0267
1282,78,60.9,0
1283,78,60,0
1284,78,56.3,0
1285,79,61.8,0.0132
1286,80,57.5,0.013
1287,80,55.6,0.013
1288,79,55.9,0.039
1289,74,59,0
1290,75,60,0
1291,75,56.2,0.027
1292,75,60,0
1293,75,59,0
1294,74,57.1,0.0137
1295,74,58.1,0
1296,76,57.4,0.0135
1297,76,57,0.0135
1298,74,59.9,0
1299,76,59.6,0
1300,75,55.1,0.0135
1301,76,55.3,0.0267
1302,76,58.7,0
1303,77,58.8,0
1304,77,59.9,0
1305,77,55.8,0
1306,76,56.9,0.0133
1307,76,61.4,0.0267
1308,72,58,0
1309,72,63.2,0
1310,72,58.8,0
1311,73,57.1,0
1312,73,59.7,0.0139
1313,75,58.8,0
1314,76,57.3,0.0133
1315,76,57,0.0133
1316,76,59.6,0
1317,76,58.8,0
1318,77,58.6,0
1319,77,58.6,0
1320,77,57.4,0
1321,77,57.8,0
1322,73,54.9,0.0278
1323,77,58.7,0.0132
1324,79,60.9,0
1325,79,60.2,0
1326,82,54.6,0.038
1327,80,57.6,0
1328,82,57.1,0.0256
1329,82,60.2,0
1330,79,58,0.2267
1331,78,55.9,0
1332,79,57.1,0
1333,78,58.6,0.0141
1334,78,58.5,0
1335,78,55.5,0.0141
1336,78,56.7,0.0282
1337,78,58,0
1338,78,56.2,0.0141
1339,78,58,0.2254
1340,78,58.9,0
1341,79,56.1,0.0278
1342,79,55.3,0.0139
1343,79,57.4,0.0139
1344,78,56.7,0.0139
1345,78,56.1,0
1346,80,55.6,0.0135
1347,80,55.2,0
1348,80,58,0.0135
1349,79,56.1,0
1350,79,57,0
1351,81,59.8,0.0135
1352,81,61.3,0
1353,81,56.3,0.0133
1354,80,59,0.0135
1355,80,58.9,0.0135
1356,80,61.5,0
1357,80,58.7,0.0135
1358,80,56.6,0.027
1359,79,60.8,0
1360,75,58.3,0
1361,74,58.5,0
1362,74,55.3,0.0145
1363,74,61,0
1364,73,58,0.0147
1365,72,55.9,0
1366,70,54.9,0
1367,71,57.6,0
1368,71,62.4,0
1369,71,58.5,0.0154
1370,71,57.7,0.0154
1371,71,55.2,0.0154
1372,70,59,0
1373,70,58.4,0.0156
1374,74,58.4,0
1375,75,55.9,0
1376,75,61.2,0
1377,75,57.4,0.0299
1378,75,53.2,0.0149
1379,76,61,0
1380,76,56.5,0
1381,77,57.1,0
1382,77,61.4,0
1383,76,57.7,0
1384,76,57.9,0
1385,76,58.7,0
1386,75,59.6,0.0149
1387,75,57.9,0.0149
1388,74,63.2,0
1389,72,58,0.0156
1390,72,58.4,0.0156
1391,72,56.5,0.0156
1392,72,54.1,0.0156
1393,72,57.7,0.0156
1394,72,56.8,0
1395,72,60.8,0
1396,72,53.7,0
1397,73,57.6,0.0154
1398,73,56.4,0
1399,73,58.2,0
1400,73,60.9,0
1401,73,56.8,0
1402,73,59.7,0
1403,73,56.1,0.0154
1404,73,58.9,0
1405,73,57.4,0
1406,73,56.9,0
1407,73,54.9,0
1408,69,54.8,0.0154
1409,67,58.4,0
1410,67,60.4,0
1411,67,56.1,0
1412,66,54.9,0.0159
1413,65,57.5,0.0161
1414,66,56.9,0.0159
1415,66,57.5,0.0159
1416,65,60.5,0
1417,65,58.9,0
1418,65,55.5,0
1419,62,57.9,0
1420,62,55.6,0.0172
1421,62,55.6,0
1422,62,56,0
1423,64,56.1,0.0167
1424,62,55.2,0
1425,62,56.5,0
1426,62,58.9,0.0345
1427,63,56.8,0.0169
1428,63,58,0
1429,63,57.8,0
1430,60,57.6,0
1431,60,54.7,0
1432,60,54,0.2105
1433,62,55.7,0
1434,62,60.2,0
1435,61,56,0.0345
1436,60,57.9,0.0175
1437,63,54.6,0.0167
1438,61,60.2,0
1439,61,58.4,0.0172
1440,60,57,0.0175
1441,60,55.3,0
1442,60,56.8,0.0175
1443,60,59.2,0
1444,60,56.8,0.0175
1445,59,58.7,0.0357
1446,60,57.1,0
1447,60,56.2,0
1448,60,56.4,0
1449,58,56.9,0
1450,58,55.2,0.0364
1451,57,56.1,0.2222
1452,57,57,0
1453,58,57.8,0
1454,58,53.2,0.0357
1455,58,62.7,0
1456,58,55.8,0
1457,61,56.8,0
1458,62,56.6,0
1459,61,53.9,0
1460,62,57.9,0
1461,61,56.6,0
1462,61,61.6,0
1463,58,57,0
1464,57,60.2,0.0182
1465,58,56.3,0
1466,58,60.6,0.0179
1467,61,59.7,0
1468,60,59.2,0
1469,63,58.3,0.0164
1470,62,57.4,0
1471,62,56.7,0
1472,63,58.1,0
1473,59,60.4,0
1474,58,60.2,0
1475,58,62.7,0
1476,55,58.7,0
1477,55,67.3,0
1478,53,58.8,0.0196
1479,51,59.5,1
1480,51,61.7,0.1702
1481,50,57.2,0.1667
1482,51,55.7,0
1483,51,59.4,0.1837
1484,51,58.4,0
1485,51,55.8,0.0408
1486,51,55.9,0
1487,51,60.2,0.2041
1488,53,60.4,0
1489,53,58.8,0
1490,53,60.3,0
1491,52,58.8,0
1492,52,58.7,0
1493,52,56.8,0
1494,52,62.5,0
1495,53,57.5,0
1496,55,57.6,0
1497,55,60.5,0.0185
1498,55,56.3,0.0185
1499,54,60.5,0
1500,55,57.1,0
1501,53,58.8,0
1502,53,56.7,0
1503,53,68,0
1504,53,61.7,0
1505,54,62.2,0
1506,54,56.1,0
1507,54,56.8,0.0377
1508,55,59.9,0
1509,55,59.1,0
1510,55,60.3,0
1511,55,62.5,0
1512,55,66.5,0
1513,59,57.8,0
1514,59,59.1,0.0172
1515,63,55.3,0
1516,63,62.1,0
1517,62,58.7,0.0333
1518,62,60.2,0
1519,62,62.8,0
1520,62,58.8,0.0167
1521,62,57.9,0.0167
1522,61,62.5,0
1523,61,59.1,0.0169
1524,60,57.9,0
1525,61,57.1,0
1526,61,60.8,0
1527,61,58.2,0.0172
1528,61,59.2,0
1529,61,59.3,0
1530,61,60.7,0
1531,61,60.8,0
1532,61,60.8,0
1533,61,60.5,0
1534,61,57.1,0.0172
1535,61,60.8,0
1536,61,59.8,0
1537,61,57.5,0.0172
1538,61,57.8,0.0172
1539,61,59.2,0
1540,61,60.1,0.0172
1541,61,57.6,0
1542,61,61.4,0.0172
1543,61,60.1,0
1544,61,60.2,0.0172
1545,60,63.2,0
1546,60,62.2,0
1547,60,62.7,0
1548,60,60.5,0
1549,60,58.6,0
1550,60,57,0
1551,60,60.5,0.0175
1552,60,62.9,0
1553,60,58.1,0
1554,61,58.2,0.0172
1555,61,59.3,0.0172
1556,61,59.3,0.0172
1557,60,58.8,0
1558,59,58.5,0
1559,60,62.2,0.0172
1560,60,57.2,0.0172
1561,60,62.3,0.0172
1562,60,57,0
1563,60,67.9,0
1564,58,60.5,0
1565,59,62.4,0
1566,59,59.1,0.0175
1567,59,59.5,0
1568,57,60.6,0
1569,57,62.2,0
1570,57,58.9,0.0182
1571,57,57.5,0.0182
1572,57,59,0
1573,55,60,0
1574,55,58.1,0.0189
1575,55,62,0
1576,56,60.6,0.0185
1577,56,61.8,0
1578,56,60.5,0
1579,56,58.8,0
1580,56,62.4,0
1581,56,60,0
1582,56,59,0
1583,55,59.8,0
1584,55,57.8,0
1585,54,58.6,0
1586,54,62.3,0
1587,53,62,0
1588,55,60.4,0
1589,55,62.9,0
1590,55,67.6,0
1591,55,60,0
1592,55,56.1,0.0189
1593,55,59.8,0
1594,56,58.8,0
1595,56,62.4,0
1596,54,58.9,0
1597,54,60.2,0
1598,54,58.4,0
1599,54,60.1,0
1600,54,62,0
1601,54,56.5,0.0192
1602,54,62.4,0
1603,52,58.3,0
1604,52,57.4,0
1605,52,60.1,0
1606,52,57.5,0
1607,49,61.8,0
1608,49,59.7,0
1609,49,56.9,0
1610,49,59.8,0
1611,49,59.8,0
1612,49,59.8,0
1613,49,56.9,0
1614,51,58.4,0.0426
1615,50,61.9,0
1616,46,57.6,0
1617,43,60.7,0
1618,43,59.2,0.025
1619,44,59.5,0
1620,44,58,0
1621,44,62.1,0
1622,43,59.3,0
1623,47,58.1,0
1624,45,57,0
1625,46,56.8,0
1626,46,57.8,0
1627,46,59.3,0
1628,46,55.8,0
1629,46,59.2,0
1630,46,59.3,0
1631,47,57.9,0
1632,47,59.5,0
1633,47,57,0.0227
1634,48,61.2,0
1635,48,58,0
1636,48,62.1,0
1637,51,61.9,0
1638,51,60.5,0
1639,51,58.5,0
1640,51,59.6,0
1641,51,62.1,0.0208
1642,51,59.8,0
1643,51,59.7,0
1644,51,55.8,0.0208
1645,50,57.3,0.0213
1646,46,61.5,0
1647,46,58.8,0.0465
1648,46,55.3,0
1649,45,59,0.0233
1650,45,57.9,0.0233
1651,45,59.1,0
1652,47,58,0.0227
1653,47,58.8,0
1654,46,56.1,0
1655,46,58.1,0.0227
1656,49,61.8,0
1657,47,57.8,0
1658,47,57.9,0
1659,47,57.1,0
1660,47,56,0
1661,49,57.6,0
1662,46,55.3,0
1663,46,56.2,0.0217
1664,51,58.3,0.0196
1665,51,57.4,0
1666,53,55.4,0.0189
1667,56,57.5,0
1668,56,60.1,0
1669,56,57.9,0
1670,56,59,0
1671,58,56.9,0
1672,60,57.2,0
1673,57,56.8,0
1674,58,57.7,0
1675,57,56.1,0
1676,57,56.9,0
1677,57,54.5,0.0185
1678,57,58.1,0
1679,56,57.3,0.0189
1680,56,59.7,0
1681,55,57.3,0.0192
1682,56,56.1,0
1683,56,57.4,0.0377
1684,57,55.2,0.2037
1685,57,57,0.0185
1686,57,57.5,0
1687,57,56.6,0.0185
1688,57,58.3,0
1689,57,56.8,0
1690,57,56.1,0.037
1691,57,58.7,0
1692,57,57.5,0
1693,57,55.5,0
1694,57,55.9,0
1695,62,53.6,0.0172
1696,63,54,0.0169
1697,63,55.8,0
1698,63,56.6,0
1699,63,54.6,0.0339
1700,64,55.3,0
1701,64,55.4,0
1702,65,56.1,0.1967
1703,65,57.3,0.0164
1704,65,55.1,0.0161
1705,68,54.4,0.0308
1706,68,53.9,0
1707,68,53.5,0
1708,68,56.2,0.0154
1709,66,58.6,0
1710,68,55.9,0.0154
1711,68,55.4,0.0154
1712,69,53.8,0.0303
1713,69,58.3,0.0149
1714,68,55.4,0.0303
1715,68,56.2,0
1716,68,56.4,0.0455
1717,69,55,0.0448
1718,69,57.8,0.0299
1719,69,57.8,0
1720,69,55.9,0.0299
1721,69,57.7,0
1722,70,52.7,0.0597
1723,70,58.6,0
1724,70,59,0
1725,70,58.9,0.0152
1726,68,55.6,0.0469
1727,68,55.2,0
1728,68,57.4,0.0156
1729,72,58,0
1730,72,54.7,0.0149
1731,72,56,0.0149
1732,72,55.3,0.0299
1733,72,57.6,0
1734,72,56.2,0.0299
1735,72,55,0.0149
1736,72,58.4,0.0149
1737,72,52.7,0.0152
1738,71,60.2,0.0152
1739,73,54.9,0
1740,72,52.1,0.0299
1741,72,53.5,0.197
1742,75,56.9,0
1743,74,57.2,0
1744,75,54.9,0
1745,75,60.1,0.0286
1746,75,57.7,0
1747,75,57.1,0
1748,75,57,0
1749,75,56,0.0143
1750,75,55.4,0
1751,75,56.9,0
1752,75,57,0.0143
1753,75,57.8,0.0286
1754,75,57.8,0.0429
1755,75,61.1,0
1756,75,62.4,0
1757,75,55.9,0
1758,75,54.9,0
1759,75,57.7,0.0143
1760,74,56.1,0.029
1761,74,55.1,0.0145
1762,74,57,0.0145
1763,75,56.3,0
1764,75,56.3,0.0143
1765,74,53.5,0.0571
1766,74,55.9,0
1767,74,56.1,0.0286
1768,74,54.8,0.0143
1769,74,54,0.0143
1770,74,56.4,0.0143
1771,74,57.6,0
1772,71,58.5,0
1773,69,54.9,0.0308
1774,69,54.9,0.0462
1775,70,54.4,0.0303
1776,70,55.2,0.0152
1777,70,54.5,0.0606
1778,70,58.3,0
1779,69,53.8,0
1780,69,54.3,0.0154
1781,69,58.4,0
1782,69,55.2,0
1783,68,57.4,0.0156
1784,68,55.5,0.0312
1785,68,54.5,0.0156
1786,65,57.9,0
1787,65,57.5,0
1788,65,55.8,0.0164
1789,65,57.5,0.0164
1790,65,55.5,0.0164
1791,65,55.5,0.0164
1792,66,61.6,0
1793,66,58.2,0
1794,66,59.9,0
1795,66,60.2,0
1796,68,56.9,0
1797,69,56.7,0
1798,70,57.5,0.0152
1799,70,57.6,0
1800,70,57.6,0
1801,70,57.5,0
1802,73,60.7,0
1803,73,57.6,0
1804,74,58.4,0
1805,73,58.3,0
1806,71,57.6,0.0149
1807,71,58.5,0
1808,73,54.7,0.0145
1809,73,56.9,0.0145
1810,72,56.1,0
1811,70,55.2,0
1812,72,58.5,0
1813,70,55.2,0
1814,66,58.4,0
1815,66,57.4,0
1816,63,58.3,0
1817,63,56.6,0
1818,64,54.3,0
1819,64,55.5,0.0159
1820,65,58.2,0
1821,62,55.4,0
1822,60,53.6,0.1525
1823,60,54.4,0
1824,61,58.2,0.0167
1825,59,56.4,0
1826,59,58.9,0
1827,59,59.6,0
1828,59,54.7,0.0172
1829,59,56.4,0.0172
1830,59,58.8,0
1831,60,56.3,0.0169
1832,59,62,0.0172
1833,58,58.5,0
1834,57,59.1,0
1835,58,57.8,0
1836,58,57.9,0
1837,59,57.3,0.0172
1838,59,56.5,0.0345
1839,59,55.7,0
1840,59,58,0
1841,59,57.2,0.0172
1842,61,57.9,0
1843,62,56.1,0.0164
1844,57,55,0.0179
1845,59,56.7,0.0175
1846,59,56.5,0
1847,59,57.8,0.0175
1848,59,57.2,0.0351
1849,59,55.2,0
1850,60,54.2,0.0172
1851,62,59.8,0
1852,60,59.6,0
1853,61,57.3,0
1854,58,59,0
1855,62,61.8,0.2333
1856,64,56.6,0
1857,64,57.4,0
1858,65,56.5,0.0159
1859,65,56.5,0.0159
1860,65,57.4,0.0159
1861,65,56.1,0.0476
1862,64,57.5,0
1863,66,59.8,0
1864,69,58.7,0
1865,69,56.8,0.0299
1866,69,54.9,0.0149
1867,70,57,0
1868,70,56.3,0.0299
1869,74,57.2,0
1870,75,58.8,0
1871,75,58.4,0
1872,74,58.6,0.0143
1873,73,57.8,0.2174
1874,74,56.5,0.0143
1875,74,57.1,0
1876,75,58.5,0
1877,76,57.2,0
1878,74,57.9,0
1879,73,60,0.0141
1880,74,57,0.0139
1881,74,56.5,0
1882,74,55.2,0
1883,77,58.1,0
1884,77,56.8,0
1885,76,56.7,0
1886,76,56.9,0.0137
1887,76,61.4,0.0137
1888,76,57.1,0
1889,75,57.1,0
1890,75,54.9,0
1891,75,57.9,0
1892,72,55.4,0.0147
1893,71,62.8,0
1894,72,56,0.2206
1895,72,58.5,0
1896,72,53.6,0
1897,73,58.6,0
1898,75,56.7,0
1899,75,56,0
1900,75,57.9,0
1901,75,58.8,0
1902,77,57.2,0.0274
1903,75,56.7,0.0282
1904,76,59.7,0
1905,76,58.2,0.0139
1906,76,58,0.0139
1907,77,58.8,0.0137
1908,78,55.8,0.0135
1909,78,56,0.0135
1910,78,56.9,0
1911,78,53.9,0.0135
1912,80,57.9,0
1913,77,58.3,0.0278
1914,77,56.3,0
1915,78,55.6,0.2361
1916,78,58.6,0
1917,79,54.9,0
1918,80,57.3,0.0133
1919,80,61,0
1920,81,55.4,0
1921,81,56.4,0.0132
1922,81,58.2,0.0132
1923,81,58,0.0132
1924,79,56.7,0.0135
1925,80,53,0.04
1926,85,55.9,0
1927,85,55.6,0.2658
1928,85,56.1,0
1929,85,54,0.0125
1930,85,59.2,0.0125
1931,85,56.1,0
1932,85,57.5,0.0125
1933,85,57.4,0
1934,85,55.6,0.0125
1935,86,56.4,0.0123
1936,87,53.4,0.2561
1937,87,52.5,0.0488
1938,88,57,0.012
1939,87,55.3,0
1940,87,55.6,0.0122
1941,87,56,0.0122
1942,87,55.6,0.0122
1943,87,57.9,0.0244
1944,87,55.5,0
1945,86,54.5,0.2469
1946,83,56.4,0
1947,81,56.8,0.026
1948,81,56.3,0
1949,82,52.9,0
1950,82,54.7,0.0128
1951,81,55.1,0.2895
1952,80,54.5,0
1953,80,54.7,0.0263
1954,80,56.4,0.0395
1955,80,56,0
1956,83,56.3,0.0128
1957,83,55.5,0
1958,82,56.6,0
1959,82,57.6,0
1960,83,54.2,0.013
1961,84,54.3,0.0128
1962,82,55,0.0132
1963,81,55.6,0.0133
1964,81,58.7,0
1965,81,55.5,0.0267
1966,80,54.8,0.0135
1967,80,56.4,0.0135
1968,79,56.8,0
1969,77,56.5,0.0139
1970,76,53.1,0.0282
1971,76,57.2,0
1972,76,57.7,0
1973,76,55.8,0
1974,74,53.4,0.0286
1975,74,58.7,0
1976,74,59.5,0
1977,74,57.4,0
1978,74,57.9,0
1979,74,58.2,0
1980,74,55.9,0.0143
1981,74,55.8,0
1982,72,55.4,0
1983,72,55.5,0.029
1984,72,55.9,0.0145
1985,73,54.2,0
1986,73,56.9,0
1987,72,56.4,0.029
1988,72,55.9,0
1989,72,57,0
1990,72,55.8,0.0145
1991,73,57.6,0
1992,71,55.1,0.0147
1993,70,57.7,0.2239
1994,70,56.9,0.0149
1995,71,60.5,0
1996,71,60.1,0
1997,71,57.8,0.0149
1998,71,60.6,0
1999,70,55.2,0.0152
2000,69,57.1,0.0154
2001,66,55.6,0.0317
2002,66,56.6,0.0159
2003,66,52.8,0.0476
2004,63,59.2,0
2005,63,56.6,0
2006,61,54.8,0.0169
2007,61,57.1,0.0169
2008,63,56.9,0.7797
2009,63,55.1,0
2010,62,56.3,0
2011,62,59.7,0
2012,57,56.6,0.0182
2013,58,57.9,0
2014,57,65.2,0
2015,57,59.6,0
2016,56,55.6,0
2017,55,57.4,0
2018,59,56.8,0
2019,58,56.8,0
2020,57,56.9,0.0179
2021,57,57.1,0.0357
2022,57,58.7,0
2023,57,60.5,0
2024,56,55.4,0.0364
2025,58,56.3,0.0179
2026,56,58.2,0
2027,55,54.3,0.0189
2028,57,59,0.0182
2029,56,60.4,0.2778
2030,56,60.2,0
2031,56,61.3,0.0185
2032,54,57.8,0
2033,53,61.7,0.0196
2034,54,57.5,0.0196
2035,54,58.5,0
2036,54,57.2,0.0196
2037,53,58.7,0.02
2038,53,59.6,0
2039,53,59.8,0
2040,55,61.7,0
2041,57,56.3,0.0185
2042,57,56.9,0.0185
2043,56,59.9,0
2044,55,60.2,0
2045,55,55.8,0.0192
2046,55,58.4,0.3077
2047,54,60,0
2048,54,58.4,0
2049,54,60.2,0
2050,54,57.4,0
2051,52,59.8,0
2052,53,62.3,0
2053,53,62.1,0
2054,53,57.6,0
2055,53,61.8,0
2056,57,56.2,0.2453
2057,55,59.7,0
2058,55,65.1,0
2059,54,58.7,0
2060,54,57.7,0.0196
2061,55,58.9,0
2062,55,58.7,0
2063,55,59.8,0
2064,53,58.2,0
2065,53,61.9,0
2066,54,59.6,0
2067,52,56.7,0.0204
2068,52,61,0.2653
2069,52,57.2,0.0204
2070,51,61.9,0
2071,51,60,0
2072,51,56.9,0.0208
2073,51,60,0
2074,51,62,0
2075,51,56.4,0
2076,46,57.8,0
2077,46,60.9,0
2078,45,57.6,0.0238
2079,45,58.1,0
2080,44,56.2,0.2381
2081,46,58.1,0
2082,48,57.9,0.0217
2083,48,58.5,0.2174
2084,48,57.8,0.0217
2085,48,61.5,0
2086,49,56.3,0.2128
2087,49,66.2,0
2088,48,61.1,0
2089,48,59.4,0
2090,48,65.5,0
2091,48,59,0
2092,52,59,0.2041
2093,52,59.1,0
2094,54,57.2,0
2095,54,58.7,0.2
2096,56,68.4,0
2097,56,62.8,0
2098,56,57.5,0
2099,57,60,0
2100,57,61.2,0
2101,55,65.6,0.2
2102,58,60.5,0
2103,58,60.4,0
2104,58,58.7,0.0192
2105,61,59.5,0
2106,62,66.4,0
2107,62,58.4,0
2108,61,56.3,0
2109,60,62.4,0
2110,60,60.2,0
2111,60,59.8,0
2112,60,62.2,0
2113,60,59.9,0
2114,61,62.6,0.0179
2115,65,56.5,0.0167
2116,65,58.9,0.0167
2117,65,57.1,0.0167
2118,66,54.8,0.0164
2119,66,56.5,0.0164
2120,67,59.4,0
2121,68,57.5,0
2122,68,56.9,0
2123,68,56.9,0.0159
2124,68,56.2,0
2125,68,57.6,0
2126,68,59.5,0
2127,68,58.3,0
2128,68,57.3,0.2381
2129,68,59.3,0
2130,71,59.1,0
2131,71,58.4,0.2273
2132,71,57.1,0.0152
2133,71,57.5,0
2134,70,58.9,0.0152
2135,69,66.9,0
2136,68,61.4,0
2137,68,60,0.0156
2138,68,57.6,0.0156
2139,68,56.7,0.0156
2140,69,58.2,0
2141,69,63,0
2142,70,56.2,0
2143,70,57.1,0
2144,70,58.6,0
2145,69,60.9,0
2146,70,58.7,0.2273
2147,70,58.7,0.2273
2148,74,59.9,0.0147
2149,74,58.9,0
2150,74,60.8,0
2151,73,67.9,0
2152,74,59.8,0
2153,74,57.6,0
2154,73,60.6,0
2155,74,59.6,0
2156,74,59.8,0
2157,74,66.4,0
2158,74,62.2,0
2159,75,61.1,0.0137
2160,75,61.2,0
2161,75,59.3,0
2162,74,61.2,0.0139
2163,74,58.6,0.0139
2164,73,62.6,0.2817
2165,73,61.9,0
2166,75,57.7,0
2167,71,58.7,0.25
2168,71,57.8,0
2169,77,56.1,0.0135
2170,77,59.6,0.2838
2171,79,59.8,0
2172,79,58.4,0
2173,80,55.5,0
2174,80,59.1,0
2175,78,58.5,0.0133
2176,78,60,0
2177,79,58.7,0
2178,78,58.9,0
2179,80,57.4,0
2180,80,65.7,0
2181,80,58.4,0
2182,80,59.3,0.2857
2183,79,61.3,0
2184,79,60.1,0
2185,79,58.3,0
2186,82,58.2,0
2187,82,58.3,0
2188,80,61,0
2189,80,60.2,0
2190,79,58.2,0
2191,81,58.3,0
2192,81,57.8,0
2193,81,58.8,0
2194,81,58.2,0.0125
2195,81,58.3,0
2196,83,59,0
2197,83,57.1,0.3171
2198,84,57.3,0
2199,84,56.7,0
2200,83,58.2,0
2201,83,58.9,0
2202,82,57.8,0
2203,82,61.3,0
2204,82,57.9,0
2205,78,53.5,0.013
2206,78,54.8,0
2207,78,58.3,0
2208,77,56,0
2209,78,57.6,0
2210,78,59,0
2211,78,56.4,0.013
2212,78,56.1,0.013
2213,79,59.4,0
2214,80,57.9,0
2215,79,57,0.3506
2216,79,56.2,0.013
2217,79,62.6,0
2218,79,56.9,0
2219,79,58.3,0
2220,80,60.9,0
2221,80,58,0
2222,80,59.8,0.0128
2223,80,58.9,0
2224,81,56.6,0.3291
2225,81,58,0.0127
2226,81,56,0.0127
2227,81,59,0
2228,81,55.2,0
2229,84,54.7,0.025
2230,82,56,0.0128
2231,82,59.7,0.0128
2232,83,57.6,0.0127
2233,83,55.6,0.0127
2234,83,58.1,0
2235,84,58.5,0.0123
2236,80,59.1,0
2237,81,56.2,0
2238,81,58.2,0.0128
2239,82,58.8,0
2240,80,55.7,0
2241,78,58.5,0.0133
2242,79,57.3,0.0132
2243,82,58.7,0
2244,80,55.3,0
2245,81,56.9,0
2246,79,54.4,0.0263
2247,79,58.1,0.0132
2248,79,56.9,0
2249,77,56.8,0.027
2250,79,54.4,0.0263
2251,80,56.6,0
2252,78,55.8,0.0133
2253,78,56.3,0
2254,73,59.7,0.3429
2255,80,57,0
2256,80,55.4,0.039
2257,80,58.3,0.013
2258,80,57.2,0.013
2259,81,56.2,0.0256
2260,82,57.1,0
2261,82,57.5,0.0127
2262,84,55.9,0.0247
2263,84,58.3,0.284
2264,80,56,0.013
2265,78,58.1,0
2266,78,58.4,0.0133
2267,78,57.2,0.0133
2268,80,58.2,0
2269,81,56.3,0
2270,81,55.1,0.026
2271,81,56,0.013
2272,82,58.9,0.0256
2273,82,58.7,0.0128
2274,82,57,0
2275,82,56.4,0.0128
2276,82,56,0
2277,82,56.4,0.0128
2278,84,54.7,0
2279,81,57.4,0.013
2280,82,57.4,0.0128
2281,83,56.2,0
2282,82,58.7,0
2283,83,58.7,0
2284,83,62.7,0.3038
2285,86,57.8,0.0122
2286,86,56.1,0.0122
2287,87,58.5,0.0361
2288,87,56.1,0.012
2289,86,59,0.0122
2290,88,57.6,0.0238
2291,89,56,0.0118
2292,88,55.2,0.0119
2293,88,57.8,0.0119
2294,88,57.2,0
2295,88,59,0
2296,85,57.7,0.0123
2297,85,58.7,0.0123
2298,85,55.1,0.0247
2299,85,55,0.0247
2300,85,56.5,0
2301,85,54.5,0.0123
2302,85,61.1,0
2303,85,56,0.0123
2304,85,59.7,0
2305,83,55.6,0.0127
2306,83,58.5,0
2307,78,54.8,0.2192
2308,76,60.5,0
2309,77,56.7,0.0137
2310,77,58.9,0.2055
2311,77,58,0
2312,78,63.1,0
2313,78,59.1,0
2314,78,57.3,0.2162
2315,79,58.2,0
2316,78,56.8,0.0132
2317,78,57.4,0.1974
2318,78,57.7,0
2319,78,58.3,0.0133
2320,78,58.7,0
2321,78,55.7,0.0133
2322,79,57.9,0
2323,79,58.9,0.0132
2324,83,56.5,0
2325,83,56.9,0.025
2326,83,58.3,0
2327,85,56.5,0.0247
2328,84,57.4,0.0247
2329,84,63.1,0
2330,84,57.7,0
2331,84,56.3,0.05
2332,83,57.2,0
2333,86,57.3,0.0123
2334,86,58.2,0
2335,83,58,0.0128
2336,83,59.5,0
2337,87,58.9,0.0122
2338,92,57.6,0
2339,95,57.6,0.0114
2340,95,56.2,0
2341,95,56.5,0
2342,95,55.9,0.0112
2343,94,57.4,0
2344,94,57,0.0114
2345,93,58.7,0.023
2346,91,54.5,0.0118
2347,91,56.6,0.0235
2348,91,55.9,0.0357
2349,91,57.1,0.0357
2350,92,57.6,0.0118
2351,92,55.5,0.0118
2352,92,56.4,0
2353,92,59,0
2354,94,58.8,0.023
2355,94,57,0
2356,95,55.1,0.0227
2357,96,56.9,0.0114
2358,96,58.8,0.0114
2359,96,58.4,0.0114
2360,96,56.9,0
2361,96,55.3,0
2362,97,56.1,0.0114
2363,95,55.8,0.023
2364,95,57.4,0.0115
2365,95,56.4,0.0115
2366,96,57.9,0.0114
2367,96,52.8,0.0114
2368,96,56.6,0.0114
2369,95,59.3,0
2370,95,56.6,0
2371,94,57.9,0
2372,94,62.9,0.0116
2373,94,56.8,0
2374,93,60.4,0
2375,98,58.1,0.0114
2376,98,56.9,0
2377,98,60.6,0
2378,100,58,0.0111
2379,97,57.8,0
2380,97,59.2,0
2381,92,59.3,0
2382,92,61.2,0
2383,92,58.5,0
2384,92,59,0
2385,91,58.3,0.012
2386,91,56.2,0.012
2387,91,59.3,0
2388,91,60.2,0.012
2389,90,58.1,0.0122
2390,90,57.9,0.0122
2391,90,58.2,0
2392,89,59.7,0
2393,86,58.2,0.0123
2394,85,56.2,0.025
2395,85,58.9,0
2396,85,56.7,0.0125
2397,85,57.7,0.0125
2398,87,58.6,0
2399,86,56.8,0.0247
2400,85,57.1,0
2401,84,58.8,0.0125
2402,84,56.7,0
2403,84,57.5,0
2404,78,58.9,0
2405,78,62.4,0
2406,79,59,0
